_id,call_no,incident_type,type_description,address,alarm_time,alarms,primary_unit,census_tract,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
2941,F150075956,150,"Outside rubbish fire, Other","00 BLOCK CLAUS AVE, PITTSBURGH PA 15210",2015-09-27T02:45:29,0,231EN23,2904,Carrick,4,29,42003290400,4,29,3,4-23,40.3835525747176,-79.9773298118689
2942,F150075998,111,Building fire,"1400 BLOCK SWANTEK ST, PITTSBURGH PA 15204",2015-09-27T09:39:28,1,231EN31,2022,Sheraden,2,20,42003202200,5,20,6,1-16,40.4536876699283,-80.0687369432314
2943,F150076021,113,"Cooking fire, confined to container","100 BLOCK FOUNTAIN ST, PITTSBURGH PA 15219",2015-09-27T11:46:28,1,231EN38,2509,Fineview,1,25,42003250900,1,25,1,1-10,40.4587836201499,-80.002005572826
2981,F130055870,150,"Outside rubbish fire, Other","DENNISTON AVE & NORTHUMBERL, PITTSBURGH PA 15217",2013-08-03T22:17:33,0,231EN18,1403,,,,,,,,2-18,,
2944,F150076091,150,"Outside rubbish fire, Other","SHAMROCK WAY & ELORA WAY, PITTSBURGH PA 15213",2015-09-27T18:27:14,0,231EN08,1017,Garfield,9,10,42003101700,2,10,5,3-4,40.4673519744756,-79.9353359059883
2945,F150076156,131,Passenger vehicle fire,"TRANSVERSE AVE & ALRIES ST, PITTSBURGH PA 15210",2015-09-28T01:53:19,0,231EN23,2902,Carrick,4,29,42003290200,4,29,3,4-12,40.4002145921751,-79.9830047935996
2946,F150076168,151,"Outside rubbish, trash or waste fire","100 BLOCK LAUGHLIN AVE, PITTSBURGH PA 15210",2015-09-28T04:49:25,0,231EN23,2902,Carrick,4,29,42003290200,4,29,3,4-12,40.404075208244,-79.9891162592659
2947,F150076371,113,"Cooking fire, confined to container","1900 BLOCK WRIGHTS WAY, PITTSBURGH PA 15203",2015-09-28T17:12:05,1,231EN24,1702,South Side Flats,3,17,42003170200,4,17,3,4-24,40.4290904316081,-79.9790485976664
2948,F140053206,154,Dumpster or other outside trash receptacle fire,"3700 BLOCK CHARTIERS AVE, PITTSBURGH PA 15204",2014-07-25T22:04:14,0,231EN31,2807,Chartiers City,2,20,42003563000,5,20,6,1-16,40.4577909675157,-80.0727485993723
2949,F140053218,113,"Cooking fire, confined to container","6500 BLOCK SHETLAND ST, PITTSBURGH PA 15206",2014-07-25T22:57:50,1,231EN08,1204,Larimer,9,12,42003120400,2,12,5,3-12,40.4634254511847,-79.9092275344017
2950,F150076554,154,Dumpster or other outside trash receptacle fire,"1200 BLOCK SINGER PL, PITTSBURGH PA 15208",2015-09-29T09:07:48,1,231EN17,NA,East Hills,9,13,42003130600,2,13,5,3-17,40.4533413171795,-79.8819219284672
2951,F150077004,111,Building fire,"4700 BLOCK COLERIDGE ST, PITTSBURGH PA 15201",2015-09-29T23:26:17,1,231EN17,1005,Stanton Heights,9,10,42003100500,2,10,5,3-7,40.4801975285526,-79.9367723876064
2952,F150077435,111,Building fire,"800 BLOCK MT PLEASANT RD, PITTSBURGH PA 15214",2015-10-01T10:33:04,1,231EN38,2609,Northview Heights,1,26,42003260900,1,26,1,1-13,40.4757439823247,-79.9994730748032
2953,F160079811,142,Brush or brush-and-grass mixture fire,"900 BLOCK FREEPORT RD, PITTSBURGH PA 15238",2016-10-06T15:21:12,0,231EN15,1201,Lincoln-Lemington-Belmar,9,12,42003980000,2,12,5,3-24,40.4880818149065,-79.8943172243871
2954,F160079957,111,Building fire,"2300 BLOCK BROWNSVILLE RD, PITTSBURGH PA 15210",2016-10-07T00:56:45,1,231EN23,2904,Carrick,4,29,42003290400,4,29,3,4-12,40.3890493090599,-79.9855198585981
2955,F160079959,131,Passenger vehicle fire,"CHARTIERS AVE & CORLISS ST, PITTSBURGH PA 15204",2016-10-07T01:22:43,0,231EN31,2018,Crafton Heights,2,20,42003281400,5,20,6,1-16,40.4501523058058,-80.0450786968028
2956,F160079969,131,Passenger vehicle fire,"7000 BLOCK FRANKSTOWN AVE, PITTSBURGH PA 15219",2016-10-07T03:20:41,0,231EN17,1303,Homewood South,9,13,42003130300,2,13,5,3-17,40.4584190439718,-79.9010595893323
2957,F160080000,151,"Outside rubbish, trash or waste fire","SALINE ST & ACORN ST, PITTSBURGH PA 15207",2016-10-07T07:30:46,0,231EN12,1516,Greenfield,5,15,42003151600,3,15,4,2-12,40.4267777506805,-79.950151059822
2958,F160080157,113,"Cooking fire, confined to container","1600 BLOCK LINCOLN AVE, PITTSBURGH PA 15206",2016-10-07T16:10:29,1,231EN15,1201,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,3-18,40.4704100506137,-79.8926076319586
2959,F160080184,113,"Cooking fire, confined to container","2500 BLOCK MISSION ST, PITTSBURGH PA 15203",2016-10-07T18:12:38,1,231EN24,1608,South Side Slopes,3,16,42003160800,4,16,3,4-22,40.4228184263352,-79.9720626197076
2960,F170078701,150,"Outside rubbish fire, Other","RHINE ST & BUENTE ST, PITTSBURGH PA 15212",2017-09-23T01:56:02,0,231EN38,2620,Spring Hill-City View,1,26,42003262000,1,26,1,1-11,40.4662558065138,-79.9931397837761
2961,F130031048,111,Building fire,"1000 BLOCK MIRROR ST, PITTSBURGH PA 15217",2013-05-07T13:37:22,2,231EN12,1517,Greenfield,5,15,42003151700,3,15,4,2-15,40.4265054845863,-79.930912010893
2962,F140067558,140,"Natural vegetation fire, Other","SMALLMAN ST & 13TH ST, PITTSBURGH PA 15219",2014-09-18T21:27:00,0,231EN32,203,Strip District,7,2,42003020300,6,2,2,2-3,40.4471432152708,-79.9917916507062
2963,F150077649,154,Dumpster or other outside trash receptacle fire,"WESTERN AVE & FULTON ST, PITTSBURGH PA 15233",2015-10-02T04:18:04,0,231EN37,2107,Chateau,6,21,42003980600,1,21,1,1-8,40.4506473902424,-80.0235729932236
2964,F150078121,113,"Cooking fire, confined to container","4400 BLOCK CENTRE AVE, PITTSBURGH PA 15219",2015-10-03T18:35:38,1,231EN18,507,North Oakland,8,4,42003562000,3,4,4,2-23,40.4511779478131,-79.953579312914
2965,F150078178,113,"Cooking fire, confined to container","2100 BLOCK PARK HILL DR, PITTSBURGH PA 15221",2015-10-03T23:37:55,1,231EN16,1306,East Hills,9,13,42003130600,2,13,5,3-19,40.4529526639559,-79.8740214028157
2966,F150078191,161,Outside storage fire,"00 BLOCK VESPUCIUS ST, PITTSBURGH PA 15207",2015-10-04T01:12:25,0,231EN13,1501,Hazelwood,5,15,42003562300,3,15,4,2-13,40.4012861132337,-79.9408124324844
2967,F150078210,131,Passenger vehicle fire,"400 BLOCK ELLA ST, PITTSBURGH PA 15221",2015-10-04T04:18:38,0,231EN16,NA,Bloomfield,7,8,42003080200,2,8,5,3-1,40.4619183939759,-79.952912809533
2968,F170078716,142,Brush or brush-and-grass mixture fire,"S FAIRMOUNT ST & FRIENDSHIP A, PITTSBURGH PA 15206",2017-09-23T04:22:43,0,231EN08,807,Friendship,7,8,42003080700,2,8,5,3-23,40.4613011647267,-79.9341575302093
2969,F170078773,118,"Trash or rubbish fire, contained","1100 BLOCK W CARSON ST, PITTSBURGH PA 15203",2017-09-23T11:47:41,1,231EN24,1921,South Side Flats,3,17,42003170200,4,17,3,4-24,40.428567965192,-79.9873178846235
2970,F150078218,150,"Outside rubbish fire, Other","00 BLOCK VESPUCIUS ST, PITTSBURGH PA 15207",2015-10-04T07:14:16,0,231EN13,1501,Hazelwood,5,15,42003562300,3,15,4,2-13,40.4012861132337,-79.9408124324844
2971,F170008303,111,Building fire,"3200 BLOCK JOE HAMMER SQ, PITTSBURGH PA 15213",2017-01-29T19:42:31,3,231EN10,409,South Oakland,3,4,42003040900,3,4,4,2-10,40.434635671074,-79.9618380456036
2972,F160080388,111,Building fire,"200 BLOCK PRINGLE ST, PITTSBURGH PA 15206",2016-10-08T12:07:05,1,231EN29,2805,East Carnegie,2,28,42003562800,5,28,6,1-19,40.4172293451339,-80.0732736510837
2973,F170078812,154,Dumpster or other outside trash receptacle fire,"4800 BLOCK BUTLER ST, PITTSBURGH PA 15201",2017-09-23T14:02:08,0,231EN07,901,Central Lawrenceville,7,9,42003981000,2,9,2,3-5,40.4758890691979,-79.9575663482291
2974,F170078835,140,"Natural vegetation fire, Other","1300 BLOCK FORBES AVE, PITTSBURGH PA 15219",2017-09-23T15:52:41,0,231EN04,103,Bluff,6,1,42003010300,3,1,2,2-4,40.4377541350912,-79.9883045522032
2975,F150078226,116,"Fuel burner/boiler malfunction, fire confined","7700 BLOCK MULFORD ST, PITTSBURGH PA 15208",2015-10-04T08:24:23,1,231EN17,1304,Homewood South,9,13,42003130400,2,13,5,3-17,40.4519022075076,-79.88948497199
2976,F150078385,113,"Cooking fire, confined to container","400 BLOCK WILLIAM ST, PITTSBURGH PA 15211",2015-10-04T20:45:42,1,231EN27,1914,Mount Washington,2,19,42003191400,5,19,3,4-5,40.4280613839418,-80.0034225909067
2977,F150078420,151,"Outside rubbish, trash or waste fire","REEDSDALE ST & TONY DORSETT, PITTSBURGH PA 15212",2015-10-05T01:26:33,0,231EN37,2205,North Shore,1,22,42003981200,6,22,1,1-7,40.448249886037,-80.010501546148
2978,F150078423,111,Building fire,"1500 BLOCK ECKERT ST, PITTSBURGH PA 15212",2015-10-05T02:11:12,1,231EN35,2715,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,40.4714304202629,-80.033749780879
2979,F150078551,111,Building fire,"00 BLOCK 18TH ST, PITTSBURGH PA 15222",2015-10-05T12:35:27,1,231EN03,203,Strip District,7,2,42003020300,6,2,2,2-3,40.4510474951165,-79.9856587471409
2982,F140068828,150,"Outside rubbish fire, Other","MARLAND ST & IBIS WAY, PITTSBURGH PA 15210",2014-09-23T23:45:52,0,231EN23,3001,Knoxville,3,30,42003300100,4,30,3,4-7,40.4120333966323,-79.9902473008681
2983,F150079000,116,"Fuel burner/boiler malfunction, fire confined","1300 BLOCK OAKMONT ST, PITTSBURGH PA 15205",2015-10-07T03:22:46,1,231EN29,2815,Crafton Heights,2,28,42003281500,5,28,6,1-18,40.4399267193114,-80.0561300343551
2984,F150079109,113,"Cooking fire, confined to container","400 BLOCK SYLVANIA AVE, PITTSBURGH PA 15211",2015-10-07T11:46:52,1,231EN27,1809,Beltzhoover,3,18,42003562400,4,18,3,4-21,40.4172495778648,-80.0002733740568
2985,F150079191,150,"Outside rubbish fire, Other","1900 BLOCK ST IVES ST, PITTSBURGH PA 15233",2015-10-07T16:48:56,0,231EN37,2507,California-Kirkbride,6,21,42003250700,1,21,1,1-9,40.4594820860837,-80.0226454750113
2986,F150079651,111,Building fire,"6200 BLOCK AUBURN ST, PITTSBURGH PA 15206",2015-10-09T01:17:26,1,231EN15,1208,Larimer,9,12,42003120800,2,12,5,3-10,40.466347107869,-79.9166504150041
2987,F150079821,113,"Cooking fire, confined to container","1000 BLOCK SHEFFIELD ST, PITTSBURGH PA 15233",2015-10-09T15:48:35,1,231EN37,2107,Manchester,6,22,42003210700,1,22,1,1-8,40.4541033184564,-80.0197957525676
2988,F150079993,160,"Special outside fire, Other","2300 BLOCK CRESTVIEW RD, PITTSBURGH PA 15226",2015-10-10T11:19:49,0,231EN28,2023,Banksville,2,20,42003202300,5,20,6,4-9,40.4060917807118,-80.0421143430108
2989,F150080044,111,Building fire,"7400 BLOCK PENN AVE, PITTSBURGH PA 15235",2015-10-10T15:04:16,2,231402,1405,Point Breeze,9,14,42003140600,3,14,4,3-14,40.4480939107405,-79.8982054980598
2990,F150080302,118,"Trash or rubbish fire, contained","BATES ST & ATWOOD ST, PITTSBURGH PA 15213",2015-10-11T13:21:33,1,231EN10,405,Central Oakland,3,4,42003040600,3,4,4,2-11,40.4381175009301,-79.9539294870386
2991,F150080634,154,Dumpster or other outside trash receptacle fire,"WELFER ST & WINDSOR ST, PITTSBURGH PA 15217",2015-10-12T16:31:54,0,231EN12,1517,Greenfield,5,15,42003151700,3,15,4,2-15,40.425161517453,-79.9290498165869
2992,F140053223,130,"Mobile property (vehicle) fire, Other","3400 BLOCK FLEMING AVE, PITTSBURGH PA 15212",2014-07-25T23:22:08,0,231EN35,2703,Brighton Heights,1,27,42003270300,1,27,1,1-14,40.47698002103,-80.0381571745929
2993,F150080737,113,"Cooking fire, confined to container","900 BLOCK TURTLE WAY, PITTSBURGH PA 15212",2015-10-13T00:26:38,1,231EN32,2304,East Allegheny,1,23,42003563200,1,23,1,1-5,40.4558742912966,-79.996820323564
2994,F150080917,113,"Cooking fire, confined to container","300 BLOCK E NORTH AVE, PITTSBURGH PA 15212",2015-10-13T15:24:21,1,231EN32,2206,Central Northside,1,22,42003220600,1,22,1,1-21,40.4549486918507,-80.0096402728326
2995,F150081032,131,Passenger vehicle fire,"1100 BLOCK S AVE, PITTSBURGH PA 15221",2015-10-14T02:16:29,1,231EN16,NA,,,,42003561000,,,,3-21,40.4396776774746,-79.8785923356754
2996,F140053229,131,Passenger vehicle fire,"NB OHIO RIVER BLVD & CALIFO, PITTSBURGH PA 15212",2014-07-25T23:47:02,0,231EN37,2704,,,,,,,,1-14,,
2997,F150081268,111,Building fire,"600 BLOCK N ST CLAIR ST, PITTSBURGH PA 15206",2015-10-14T21:43:06,1,231EN08,1113,East Liberty,9,11,42003111300,2,11,5,3-8,40.4680380136343,-79.9251003510399
2998,F150081436,154,Dumpster or other outside trash receptacle fire,"FEDERAL ST & E NORTH AVE, PITTSBURGH PA 15212",2015-10-15T12:40:16,0,231EN37,2204,Allegheny Center,1,22,42003562700,1,22,1,1-21,40.4554490184647,-80.0066323486284
2999,F150081846,111,Building fire,"100 BLOCK WABASH ST, PITTSBURGH PA 15220",2015-10-16T18:28:41,1,231EN30,2019,West End,2,20,42003562600,5,20,6,1-17,40.4382195224691,-80.0346142635756
3000,F150081952,113,"Cooking fire, confined to container","300 BLOCK S HIGHLAND AVE, PITTSBURGH PA 15206",2015-10-17T05:15:29,1,231EN08,705,Shadyside,8,7,42003070600,2,7,4,3-11,40.4570575905728,-79.9251399744723
3001,F150082029,118,"Trash or rubbish fire, contained","COSTAR WAY & WELLESLEY AVE, PITTSBURGH PA 15206",2015-10-17T12:12:17,1,231EN08,1102,Highland Park,7,11,42003110200,2,11,5,3-9,40.4735111462729,-79.9229007976371
3002,F150082124,118,"Trash or rubbish fire, contained","7300 BLOCK IDLEWILD ST, PITTSBURGH PA 15208",2015-10-17T19:30:00,1,231EN17,1302,Homewood North,9,13,42003130200,2,13,5,3-17,40.4574962506097,-79.8937808136351
3003,F150082178,111,Building fire,"700 BLOCK LORENZ AVE, PITTSBURGH PA 15220",2015-10-18T00:22:43,1,231EN30,2020,Elliott,2,20,42003562600,5,20,6,1-17,40.4451100455258,-80.0392465376877
3004,F150082215,113,"Cooking fire, confined to container","5500 BLOCK HOWE ST, PITTSBURGH PA 15206",2015-10-18T03:52:32,1,231EN08,703,Shadyside,8,7,42003070300,2,7,4,3-22,40.4501557929662,-79.9331284428586
3005,F150082295,113,"Cooking fire, confined to container","2900 BLOCK N CHARLES ST, PITTSBURGH PA 15214",2015-10-18T12:57:33,1,231EN38,2615,Perry South,6,26,42003261400,1,26,1,1-23,40.4704598522908,-80.0111378348073
3006,F150082296,111,Building fire,"N BRADDOCK AVE & TIOGA ST, PITTSBURGH PA 15208",2015-10-18T13:01:23,2,231EN17,1303,Homewood South,9,13,42003130400,2,13,5,3-17,40.4519688577663,-79.8916384873174
3007,F150082485,111,Building fire,"300 BLOCK FRANKLIN AVE, PITTSBURGH PA 15221",2015-10-19T09:24:23,1,231EN16,NA,,,,42003560400,,,,3-16,40.4431417084027,-79.8918482789965
3008,F150082514,113,"Cooking fire, confined to container","100 BLOCK WHIPPLE ST, PITTSBURGH PA 15218",2015-10-19T11:17:29,1,231EN19,1411,Swisshelm Park,5,14,42003141100,3,14,4,2-19,40.4196814385457,-79.9017572267363
3009,F150082536,113,"Cooking fire, confined to container","1800 BLOCK SWISSVALE AVE, PITTSBURGH PA 15221",2015-10-19T12:16:11,1,231EN16,NA,,,,42003561100,,,,3-20,40.4475906242892,-79.8743985080349
3010,F150082663,111,Building fire,"1000 BLOCK N HOMEWOOD AVE, PITTSBURGH PA 15208",2015-10-19T20:22:32,1,231EN17,1302,Homewood North,9,13,42003130200,2,13,5,3-17,40.4581680149213,-79.895923492361
3011,F150082665,111,Building fire,"300 BLOCK MT PLEASANT RD, PITTSBURGH PA 15212",2015-10-19T20:24:08,1,231EN38,2609,Northview Heights,1,26,42003260900,1,26,1,1-13,40.4823513547398,-80.0030434820242
3012,F150082673,113,"Cooking fire, confined to container","2200 BLOCK WILNER DR, PITTSBURGH PA 15208",2015-10-19T20:51:58,1,231EN18,1306,East Hills,9,13,42003130600,2,13,5,3-19,40.4533875768642,-79.8668296578813
3013,F150082941,113,"Cooking fire, confined to container","6100 BLOCK MEADOW ST, PITTSBURGH PA 15206",2015-10-20T19:33:03,1,2314112,1208,Larimer,9,12,42003120400,2,12,5,3-12,40.4627748468285,-79.9116066439985
3014,F150082952,150,"Outside rubbish fire, Other","600 BLOCK SMITHFIELD ST, PITTSBURGH PA 15226",2015-10-20T20:23:19,0,231EN03,201,Central Business District,6,2,42003020100,6,2,2,1-3,40.44152525429,-79.9974055086456
3015,F150082961,111,Building fire,"1400 BLOCK PITT ST, PITTSBURGH PA 15221",2015-10-20T21:14:49,1,231EN16,1304,,,,42003561200,,,,3-16,40.4476591761803,-79.8854071576061
3016,F150082964,118,"Trash or rubbish fire, contained","7100 BLOCK MONTICELLO ST, PITTSBURGH PA 15216",2015-10-20T21:23:06,1,231EN18,1302,Homewood North,9,13,42003130200,2,13,5,3-17,40.4599606604241,-79.8976538990715
3017,F150082999,113,"Cooking fire, confined to container","5600 BLOCK PENN AVE, PITTSBURGH PA 15206",2015-10-21T03:07:55,1,231TK08,1115,East Liberty,9,8,42003111500,2,8,5,3-23,40.4630119315126,-79.9302749065095
3018,F160080533,113,"Cooking fire, confined to container","400 BLOCK KAMBACH ST, PITTSBURGH PA 15211",2016-10-09T02:50:53,1,231EN27,1807,Mount Washington,3,18,42003180700,4,18,3,4-5,40.4260728638935,-79.9997850588026
3019,F160080744,111,Building fire,"1500 BLOCK SUPERIOR AVE, PITTSBURGH PA 15212",2016-10-09T23:53:23,1,231EN35,2715,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,40.466999998165,-80.0318933030274
3020,F150083135,142,Brush or brush-and-grass mixture fire,"1600 BLOCK KIRALFY AVE, PITTSBURGH PA 15216",2015-10-21T12:37:45,0,231EN28,1920,Beechview,4,19,42003192000,5,19,6,4-28,40.4096269954468,-80.0218455908324
3021,F150083188,154,Dumpster or other outside trash receptacle fire,"300 BLOCK MCKINLEY ST, PITTSBURGH PA 15210",2015-10-21T15:17:20,0,231EN23,3001,Knoxville,3,30,42003300100,4,30,3,4-7,40.409094490095,-79.9939662536339
3022,F150083244,111,Building fire,"5700 BLOCK 5TH AVE, PITTSBURGH PA 15232",2015-10-21T17:58:55,3,231EN18,1402,Squirrel Hill North,8,14,42003140200,3,14,4,2-17,40.4495303884544,-79.9290200827637
3023,F150083646,160,"Special outside fire, Other","1500 BLOCK FALLOWFIELD AVE, PITTSBURGH PA 15216",2015-10-22T21:53:18,0,231EN28,1916,Beechview,4,19,42003191600,5,19,6,4-28,40.4128578231978,-80.0241765731009
3024,F150083829,116,"Fuel burner/boiler malfunction, fire confined","6400 BLOCK DEARY ST, PITTSBURGH PA 15206",2015-10-23T14:30:01,1,231EN15,1203,Lincoln-Lemington-Belmar,9,12,42003120300,2,12,5,3-15,40.4677734737969,-79.9071446390211
3025,F150083917,113,"Cooking fire, confined to container","800 BLOCK BOGGS AVE, PITTSBURGH PA 15211",2015-10-23T19:11:53,1,231EN27,1915,Mount Washington,4,19,42003191500,5,19,3,4-27,40.4184897821157,-80.0124116732572
3026,F150078275,111,Building fire,"2400 BLOCK WOODWARD AVE, PITTSBURGH PA 15216",2015-10-04T12:03:01,1,231EN26,1919,Brookline,4,19,42003191900,4,19,6,4-26,40.4000167995558,-80.0224166460477
3027,F150078364,151,"Outside rubbish, trash or waste fire","1500 BLOCK ECKERT, PITTSBURGH PA 15212",2015-10-04T19:37:51,0,231EN35,NA,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,40.4714304202629,-80.033749780879
3028,F160080846,154,Dumpster or other outside trash receptacle fire,"00 BLOCK ALLEGHENY AVE, PITTSBURGH PA 15212",2016-10-10T11:02:13,0,231EN37,2108,North Shore,1,22,42003980600,6,22,1,1-8,40.4468498322142,-80.0174048850395
3029,F160080928,154,Dumpster or other outside trash receptacle fire,"WOOD ST & 5TH AVE, PITTSBURGH PA 15222",2016-10-10T15:01:59,0,231EN03,201,Central Business District,6,2,42003020100,6,2,2,1-3,40.4407394915601,-80.0003909959069
3030,F160080985,143,Grass fire,"2000 BLOCK LEY ST, PITTSBURGH PA 15212",2016-10-10T18:18:32,0,231EN32,2406,Troy Hill,1,24,42003240600,1,24,1,1-2,40.4678888035195,-79.9803732009222
3031,F160081138,113,"Cooking fire, confined to container","2200 BLOCK WIGHTMAN ST, PITTSBURGH PA 15217",2016-10-11T10:13:54,1,231EN18,1413,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.4308413760825,-79.9276687457563
3032,F160081251,111,Building fire,"500 BLOCK SHELBOURNE AVE, WILKINSBURG PA 15221",2016-10-11T16:25:10,1,231EN16,NA,,,,42003561500,,,,3-21,40.4367462530558,-79.8696671843929
3033,F160081253,111,Building fire,"1200 BLOCK MONTEREY ST, PITTSBURGH PA 15212",2016-10-11T16:32:16,1,231EN37,2206,Central Northside,1,22,42003220600,1,22,1,1-21,40.4549987018824,-80.0126082747064
3034,F160081360,151,"Outside rubbish, trash or waste fire","200 BLOCK CHARLES ST, PITTSBURGH PA 15210",2016-10-12T01:59:16,0,231EN22,3001,Knoxville,3,30,42003300100,4,30,3,4-6,40.41645510903,-79.990742385942
3035,F160081576,131,Passenger vehicle fire,"6500 BLOCK 5TH AVE, PITTSBURGH PA 15232",2016-10-12T18:05:22,0,231EN08,708,Point Breeze,8,14,42003140400,3,14,4,2-17,40.4532403110093,-79.9176921344702
3036,F160081597,151,"Outside rubbish, trash or waste fire","1300 BLOCK SOUTHSIDE AVE, PITTSBURGH PA 15212",2016-10-12T19:26:44,0,231EN32,2620,Spring Hill-City View,1,26,42003262000,1,26,1,1-11,40.4703635330184,-79.9943681855832
3037,F140071486,111,Building fire,"MARKET SQ & MARKET ST, PITTSBURGH PA 15219",2014-10-04T11:10:30,2,231EN37,201,Central Business District,6,2,42003020100,6,2,2,1-4,40.4409420909819,-80.0023950498474
3038,F150079325,130,"Mobile property (vehicle) fire, Other","ORPHAN ST & LARIMER AVE, PITTSBURGH PA 15206",2015-10-08T03:47:50,0,231EN15,1204,Larimer,9,12,42003120400,2,12,5,3-12,40.4668944216112,-79.9104109702386
3039,F160081716,113,"Cooking fire, confined to container","5200 BLOCK NATRONA WAY, PITTSBURGH PA 15201",2016-10-13T09:17:24,1,231EN06,1011,Upper Lawrenceville,7,10,42003101100,2,10,2,3-5,40.4795897674901,-79.9531785281384
3040,F160081885,111,Building fire,"4900 BLOCK GLOSTER ST, PITTSBURGH PA 15207",2016-10-13T18:09:57,1,231EN13,1501,Hazelwood,5,15,42003562900,3,15,4,2-13,40.4084321230009,-79.9446587862901
3041,F160082218,131,Passenger vehicle fire,"200 BLOCK LOMBARD ST, PITTSBURGH PA 15219",2016-10-14T20:36:53,0,231EN04,305,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.4394602610496,-79.978753771514
3042,F160082306,111,Building fire,"500 BLOCK INDUSTRY ST, PITTSBURGH PA 15210",2016-10-15T08:30:22,1,231EN27,1809,Beltzhoover,3,18,42003562400,4,18,3,4-21,40.4206508304788,-79.9988518938756
